索引番号,食品名,エネルギー,たんぱく質,脂質,炭水化物,食塩相当量
1087,（ひらたけ類）エリンギ焼き,41,4.2,0.5,9.1,0
1088,（ひらたけ類）エリンギ油いため,69,3.2,3.7,8.1,0
1089,（ひらたけ類）ひらたけ生,34,3.3,0.3,6.2,0
1090,（ひらたけ類）ひらたけゆで,33,3.4,0.2,6.6,0
1091,まいたけ生,22,2,0.5,4.4,0
1092,まいたけゆで,27,1.6,0.5,6.4,0
1093,まいたけ油いため,67,2.6,4.4,6.8,0
1094,まいたけ乾,273,21.9,3.9,59.9,0
1095,マッシュルーム生,15,2.9,0.3,2.1,0
1096,マッシュルームゆで,20,3.8,0.2,3.7,0
1097,マッシュルーム油いため,57,3.6,4.5,4.5,0
1098,マッシュルーム水煮缶詰,18,3.4,0.2,3.3,0.9
1099,まつたけ生,32,2,0.6,8.2,0
1100,やなぎまつたけ生,20,2.4,0.1,4,0
1101,あおさ素干し,201,22.1,0.6,41.7,9.9
1102,あおのり素干し,249,29.4,5.2,41,8.1
1103,あまのりほしのり,276,39.4,3.7,38.7,1.5
1104,あまのり焼きのり,297,41.4,3.7,44.3,1.3
1105,あまのり味付けのり,301,40,3.5,41.8,4.3
1106,あらめ蒸し干し,183,12.4,0.7,56.2,5.8
1107,いわのり素干し,228,34.8,0.7,39.1,5.3
1108,うみぶどう生,6,0.5,0.1,1.2,0.8
1109,えごのり素干し,179,9,0.1,62.2,6.1
1110,えごのりおきうと,7,0.3,0.1,2.5,0.1
1111,おごのり塩蔵塩抜き,26,1.3,0.1,8.8,0.3
1112,かわのり素干し,246,38.1,1.6,41.7,0.2
1113,（こんぶ類）えながおにこんぶ素干し,224,11,1,55.7,6.1
1114,（こんぶ類）がごめこんぶ素干し,216,7.9,0.5,62.1,7.6
1115,（こんぶ類）ながこんぶ素干し,205,8.3,1.5,58.5,7.6
1116,（こんぶ類）ほそめこんぶ素干し,227,6.9,1.7,62.9,6.1
1117,（こんぶ類）まこんぶ素干し乾,170,5.8,1.3,64.3,6.6
1118,（こんぶ類）まこんぶ素干し水煮,28,1.1,0.3,11.6,0.9
1119,（こんぶ類）みついしこんぶ素干し,235,7.7,1.9,64.7,7.6
1120,（こんぶ類）りしりこんぶ素干し,211,8,2,56.5,6.9
1121,（こんぶ類）刻み昆布,119,5.4,0.5,46,10.9
1122,（こんぶ類）削り昆布,177,6.5,0.9,50.2,5.3
1123,（こんぶ類）塩昆布,193,16.9,0.4,37,18
1124,（こんぶ類）つくだ煮,152,6,1,33.3,7.4
1125,すいぜんじのり素干し水戻し,10,1.5,0,2.1,0
1126,てんぐさ素干し,194,16.1,1,53.8,4.8
1127,てんぐさところてん,2,0.2,0,0.6,0
1128,てんぐさ角寒天,159,2.4,0.2,74.1,0.3
1129,てんぐさ寒天,3,0,0,1.5,0
1130,てんぐさ粉寒天,160,0.2,0.3,81.7,0.4
1131,とさかのり赤とさか塩蔵塩抜き,19,1.5,0.1,5.1,0.7
1132,とさかのり青とさか塩蔵塩抜き,17,0.9,0.2,4.9,0.8
1133,ひじきほしひじきステンレス釜乾,180,9.2,3.2,58.4,4.7
1134,ひじきほしひじきステンレス釜ゆで,11,0.7,0.3,3.4,0.1
1135,ひじきほしひじきステンレス釜油いため,51,0.8,4.7,4.1,0.2
1136,ひじきほしひじき鉄釜乾,186,9.2,3.2,56,4.7
1137,ひじきほしひじき鉄釜ゆで,13,0.7,0.3,3.4,0.1
1138,ひじきほしひじき鉄釜油いため,54,0.8,4.7,4.1,0.2
1139,ひとえぐさ素干し,172,16.6,1,46.3,11.4
1140,ひとえぐさつくだ煮,148,14.4,1.3,21.1,5.8
1141,ふのり素干し,207,13.8,1,57.8,6.9
1142,まつも素干し,252,27.9,4.9,40.8,3.3
1143,むかでのり塩蔵塩抜き,12,0.6,0.1,4.2,0.6
1144,（もずく類）おきなわもずく塩蔵塩抜き,7,0.3,0.2,2,0.6
1145,（もずく類）もずく塩蔵塩抜き,4,0.2,0.1,1.4,0.2
1146,わかめ原藻生,24,1.9,0.2,5.6,1.5
1147,わかめ乾燥わかめ素干し,164,13.6,1.6,41.3,16.8
1148,わかめ乾燥わかめ素干し水戻し,22,2,0.3,5.9,0.7
1149,わかめ乾燥わかめ板わかめ,200,16.7,1.2,47.4,9.9
1150,わかめ乾燥わかめ灰干し水戻し,9,1.1,0.1,2.2,0.1
1151,わかめカットわかめ乾,186,17.9,4,42.1,23.5
1152,わかめカットわかめ水煮（沸騰水で短時間加熱したもの）,17,1.3,0.8,3.8,0.8
1153,わかめカットわかめ水煮の汁,0,-,-,0.1,0.2
1154,わかめ湯通し塩蔵わかめ塩抜き生,13,1.5,0.3,3.4,1.4
1155,わかめ湯通し塩蔵わかめ塩抜きゆで,7,0.6,0.1,1.4,0.3
1157,わかめくきわかめ湯通し塩蔵塩抜き,18,1.1,0.3,5.5,7.9
1158,わかめめかぶわかめ生,14,0.9,0.6,3.4,0.4
1159,＜魚類＞あいなめ生,105,19.1,3.4,0.1,0.4
1160,＜魚類＞あこうだい生,86,16.8,2.3,0.1,0.2
1161,＜魚類＞（あじ類）まあじ皮つき生,112,19.7,4.5,0.1,0.3
1162,＜魚類＞（あじ類）まあじ皮なし生,108,19.7,4.1,0.2,0.3
1163,＜魚類＞（あじ類）まあじ皮つき水煮,136,22.4,5.9,0.1,0.3
1164,＜魚類＞（あじ類）まあじ皮つき焼き,157,25.9,6.4,0.1,0.4
1165,＜魚類＞（あじ類）まあじ皮つきフライ,270,20.1,18.2,7.9,0.4
1166,＜魚類＞（あじ類）まあじ開き干し生,150,20.2,8.8,0.1,1.7
1167,＜魚類＞（あじ類）まあじ開き干し焼き,194,24.6,12.3,0.1,2
1168,＜魚類＞（あじ類）まあじ小型骨付き生,114,17.8,5,0.1,0.3
1169,＜魚類＞（あじ類）まあじ小型骨付きから揚げ,268,24,18.6,3.5,0.3
1170,＜魚類＞（あじ類）まるあじ生,133,22.1,5.6,0.2,0.2
1171,＜魚類＞（あじ類）まるあじ焼き,175,28.7,7.7,0.2,0.2
1172,＜魚類＞（あじ類）にしまあじ生,156,19.6,9.1,0.1,0.4
1173,＜魚類＞（あじ類）にしまあじ水煮,160,21.7,8.8,0.1,0.5
1174,＜魚類＞（あじ類）にしまあじ焼き,186,24.7,10.4,0.1,0.6
1175,＜魚類＞（あじ類）むろあじ生,147,23.6,6.9,0.4,0.1
1176,＜魚類＞（あじ類）むろあじ焼き,167,29.7,6.2,0.6,0.2
1177,＜魚類＞（あじ類）むろあじ開き干し,140,22.9,6.2,0.1,2.1
1178,＜魚類＞（あじ類）むろあじくさや,219,49.9,3,0.3,4.1
1179,＜魚類＞あなご生,146,17.3,9.3,0,0.4
1180,＜魚類＞あなご蒸し,173,17.6,12.7,0,0.3
1181,＜魚類＞あまご養殖生,99,18.3,3.6,0.1,0.1
1182,＜魚類＞あまだい生,102,18.8,3.6,0,0.2
1183,＜魚類＞あまだい水煮,113,20.7,4,0,0.2
1184,＜魚類＞あまだい焼き,110,22.5,2.6,0,0.3
1185,＜魚類＞あゆ天然生,93,18.3,2.4,0.1,0.2
1186,＜魚類＞あゆ天然焼き,149,26.6,6.8,0.1,0.3
1187,＜魚類＞あゆ天然内臓生,180,9.5,17.5,0.3,0.2
1188,＜魚類＞あゆ天然内臓焼き,161,23,10.1,0.4,0.4
1189,＜魚類＞あゆ養殖生,138,17.8,7.9,0.6,0.1
1190,＜魚類＞あゆ養殖焼き,202,22.6,15.1,0.8,0.2
1191,＜魚類＞あゆ養殖内臓生,485,7.4,55,0.3,0.2
1192,＜魚類＞あゆ養殖内臓焼き,500,15.2,52.3,0.4,0.3
1193,＜魚類＞あゆうるか,157,11.4,13.1,1.8,13
1194,＜魚類＞アラスカめぬけ生,96,17.2,3.4,0.1,0.2
1195,＜魚類＞あんこう生,54,13,0.2,0.3,0.3
1196,＜魚類＞あんこうきも生,401,10,41.9,2.2,0.3
1197,＜魚類＞いかなご生,111,17.2,5.5,0.1,0.5
1198,＜魚類＞いかなご煮干し,218,43.1,6.1,1.5,7.1
1199,＜魚類＞いかなごつくだ煮,271,29.4,4.6,30.7,5.6
1200,＜魚類＞いかなごあめ煮,268,25.6,3.7,35.8,4.3
1201,＜魚類＞いさき生,116,17.2,5.7,0.1,0.4
1202,＜魚類＞いしだい生,138,19.5,7.8,0,0.1
1203,＜魚類＞いとよりだい生,85,18.1,1.7,0.1,0.2
1204,＜魚類＞いとよりだいすり身,88,16.7,0.4,5.1,0.7
1205,＜魚類＞いぼだい生,132,16.4,8.5,0,0.5
1206,＜魚類＞（いわし類）うるめいわし生,124,21.3,4.8,0.3,0.2
1207,＜魚類＞（いわし類）うるめいわし丸干し,219,45,5.1,0.3,5.8
1208,＜魚類＞（いわし類）かたくちいわし生,171,18.2,12.1,0.3,0.2
1209,＜魚類＞（いわし類）かたくちいわし煮干し,298,64.5,6.2,0.3,4.3
1210,＜魚類＞（いわし類）かたくちいわし田作り,304,66.6,5.7,0.3,1.8
1211,＜魚類＞（いわし類）まいわし生,156,19.2,9.2,0.2,0.2
1212,＜魚類＞（いわし類）まいわし水煮,182,22.4,8.7,0.2,0.2
1213,＜魚類＞（いわし類）まいわし焼き,199,25.3,9.4,0.2,0.3
1214,＜魚類＞（いわし類）まいわしフライ,384,20,30.3,10.7,0.4
1215,＜魚類＞（いわし類）まいわし塩いわし,143,16.8,9.6,0.4,6.1
1216,＜魚類＞（いわし類）まいわし生干し,217,20.6,16,1.1,1.8
1217,＜魚類＞（いわし類）まいわし丸干し,177,32.8,5.5,0.7,3.8
1218,＜魚類＞（いわし類）めざし生,206,18.2,18.9,0.5,2.8
1219,＜魚類＞（いわし類）めざし焼き,200,23.7,15,0.7,3.6
1220,＜魚類＞（いわし類）しらす生,67,15,1.3,0.1,1
1221,＜魚類＞（いわし類）しらす釜揚げしらす,80,17.6,1.7,0,2.1
1222,＜魚類＞（いわし類）しらす干し微乾燥品,113,24.5,2.1,0.1,4.2
1223,＜魚類＞（いわし類）しらす干し半乾燥品,187,40.5,3.5,0.5,6.6
1224,＜魚類＞（いわし類）たたみいわし,348,75.1,5.6,0.7,2.2
1225,＜魚類＞（いわし類）みりん干しかたくちいわし,330,44.3,7,25,2.8
1226,＜魚類＞（いわし類）みりん干しまいわし,314,31.4,15.7,16.3,1.7
1227,＜魚類＞（いわし類）缶詰水煮,168,20.7,10.6,0.1,0.8
1228,＜魚類＞（いわし類）缶詰味付け,203,20.4,11.9,5.7,1.4
1229,＜魚類＞（いわし類）缶詰トマト漬,167,17.5,10.8,1.3,0.7
1230,＜魚類＞（いわし類）缶詰油漬,351,20.3,30.7,0.3,0.8
1231,＜魚類＞（いわし類）缶詰かば焼,234,16.2,15.6,9.3,1.5
1232,＜魚類＞（いわし類）缶詰アンチョビ,157,24.2,6.8,0.1,13.1
1233,＜魚類＞いわな養殖生,101,19,3.6,0.1,0.1
1234,＜魚類＞うぐい生,93,20.1,1.5,0.2,0.2
1235,＜魚類＞うなぎ養殖生,228,17.1,19.3,0.3,0.2
1236,＜魚類＞うなぎきも生,102,13,5.3,3.5,0.4
1237,＜魚類＞うなぎ白焼き,287,20.7,25.8,0.1,0.3
1238,＜魚類＞うなぎかば焼,285,23,21,3.1,1.3
1239,＜魚類＞うまづらはぎ生,75,18.2,0.3,0,0.5
1240,＜魚類＞うまづらはぎ味付け開き干し,289,58.9,1.6,10.4,6.1
1241,＜魚類＞えい生,78,19.1,0.3,0.1,0.7
1242,＜魚類＞えそ生,87,20.1,0.8,0.1,0.3
1243,＜魚類＞おいかわ生,124,19.2,5.8,0.1,0.1
1244,＜魚類＞おおさが生,131,16.3,8,0.1,0.2
1245,＜魚類＞おこぜ生,81,19.6,0.2,0.2,0.2
1246,＜魚類＞おひょう生,91,19.9,1.7,0.1,0.2
1247,＜魚類＞かさご生,83,19.3,1.1,0.1,0.3
1248,＜魚類＞かじか生,98,15,5,0.2,0.3
1249,＜魚類＞かじか水煮,108,15.8,5.8,0.2,0.2
1250,＜魚類＞かじかつくだ煮,293,29.4,5.5,33.8,4.3
1251,＜魚類＞（かじき類）くろかじき生,93,22.9,0.2,0.1,0.2
1252,＜魚類＞（かじき類）まかじき生,107,23.1,1.8,0.1,0.2
1253,＜魚類＞（かじき類）めかじき生,139,19.2,7.6,0.1,0.2
1254,＜魚類＞（かじき類）めかじき焼き,202,27.5,11.1,0,0.3
1255,＜魚類＞（かつお類）かつお春獲り生,108,25.8,0.5,0.1,0.1
1256,＜魚類＞（かつお類）かつお秋獲り生,150,25,6.2,0.2,0.1
1257,＜魚類＞（かつお類）そうだがつお生,126,25.7,2.8,0.3,0.2
1258,＜魚類＞（かつお類）加工品なまり,126,29.8,0.7,0.4,0.3
1259,＜魚類＞（かつお類）加工品なまり節,162,38,1.1,0.5,0.2
1260,＜魚類＞（かつお類）加工品裸節,306,71.6,3.3,0.2,0.8
1261,＜魚類＞（かつお類）加工品かつお節,332,77.1,2.9,0.8,0.3
1262,＜魚類＞（かつお類）加工品削り節,327,75.7,3.2,0.4,1.2
1263,＜魚類＞（かつお類）加工品削り節つくだ煮,233,19.5,3.3,32.3,7.9
1264,＜魚類＞（かつお類）加工品角煮,221,31,1.6,21.4,3.8
1265,＜魚類＞（かつお類）加工品塩辛,55,12,1.5,0,12.7
1266,＜魚類＞（かつお類）缶詰味付けフレーク,139,18.4,2.7,10.7,1.7
1267,＜魚類＞（かつお類）缶詰油漬フレーク,289,18.8,24.2,0.1,0.9
1268,＜魚類＞かます生,137,18.9,7.2,0.1,0.3
1269,＜魚類＞かます焼き,134,23.3,4.9,0.1,0.4
1270,＜魚類＞（かれい類）まがれい生,89,19.6,1.3,0.1,0.3
1271,＜魚類＞（かれい類）まがれい水煮,97,21.4,1.1,0.1,0.3
1272,＜魚類＞（かれい類）まがれい焼き,104,23.4,1.3,0.1,0.3
1273,＜魚類＞（かれい類）まこがれい生,86,18,1.8,0.1,0.3
1274,＜魚類＞（かれい類）まこがれい焼き,138,28.5,2.8,0.2,0.5
1275,＜魚類＞（かれい類）子持ちがれい生,123,19.9,6.2,0.1,0.2
1276,＜魚類＞（かれい類）子持ちがれい水煮,137,22.3,7.2,0.1,0.2
1277,＜魚類＞（かれい類）干しかれい,104,20.2,3.4,0,1.1
1278,＜魚類＞かわはぎ生,77,18.8,0.4,0,0.3
1279,＜魚類＞かんぱち三枚おろし生,119,21,4.2,0.1,0.2
1280,＜魚類＞かんぱち背側生,95,22.2,1.2,0.1,0.1
1281,＜魚類＞きす生,73,18.5,0.2,0,0.3
1282,＜魚類＞きす天ぷら,234,18.4,15.2,7.8,0.3
1283,＜魚類＞きちじ生,238,13.6,21.7,0,0.2
1284,＜魚類＞きびなご生,85,18.8,1.4,0.1,0.4
1285,＜魚類＞きびなご調味干し,226,47.9,7.4,0.5,6.6
1286,＜魚類＞キャビア塩蔵品,242,26.2,17.1,1.1,4.1
1287,＜魚類＞キングクリップ生,73,18.2,0.1,0,0.4
1288,＜魚類＞ぎんだら生,210,13.6,18.6,0,0.2
1289,＜魚類＞ぎんだら水煮,253,14.9,23.8,0,0.2
1290,＜魚類＞きんめだい生,147,17.8,9,0.1,0.1
1291,＜魚類＞ぐち生,78,18,0.8,0,0.2
1292,＜魚類＞ぐち焼き,100,23.4,0.8,0,0.4
1293,＜魚類＞こい養殖生,157,17.7,10.2,0.2,0.1
1294,＜魚類＞こい養殖水煮,190,19.2,13.4,0.2,0.1
1295,＜魚類＞こい養殖内臓生,258,9,25.9,1.3,0.2
1296,＜魚類＞（こち類）まごち生,94,22.5,0.5,0.2,0.3
1297,＜魚類＞（こち類）めごち生,73,17.1,0.6,0.1,0.4
1298,＜魚類＞このしろ生,146,19,8.3,0.4,0.4
1299,＜魚類＞このしろ甘酢漬,184,19.1,10.1,6.4,2.3
1300,＜魚類＞（さけ・ます類）からふとます生,139,21.7,6.6,0.1,0.2
1301,＜魚類＞（さけ・ます類）からふとます焼き,175,28.1,7.7,0.1,0.2
1302,＜魚類＞（さけ・ます類）からふとます塩ます,146,20.9,7.4,0.6,5.8
1303,＜魚類＞（さけ・ます類）からふとます水煮缶詰,145,20.7,7.2,0.1,0.9
1304,＜魚類＞（さけ・ます類）ぎんざけ養殖生,188,19.6,12.8,0.3,0.1
1305,＜魚類＞（さけ・ます類）ぎんざけ養殖焼き,236,25.2,15.8,0.4,0.2
1306,＜魚類＞（さけ・ます類）さくらます生,146,20.9,7.7,0.1,0.1
1307,＜魚類＞（さけ・ます類）さくらます焼き,208,28.4,12,0.1,0.2
1308,＜魚類＞（さけ・ます類）しろさけ生,124,22.3,4.1,0.1,0.2
1309,＜魚類＞（さけ・ます類）しろさけ水煮,142,25.5,4.7,0.1,0.2
1310,＜魚類＞（さけ・ます類）しろさけ焼き,160,29.1,5.1,0.1,0.2
1311,＜魚類＞（さけ・ます類）しろさけ新巻き生,138,22.8,6.1,0.1,3
1312,＜魚類＞（さけ・ます類）しろさけ新巻き焼き,177,29.3,7.9,0.1,2.1
1313,＜魚類＞（さけ・ます類）しろさけ塩ざけ,183,22.4,11.1,0.1,1.8
1314,＜魚類＞（さけ・ます類）しろさけイクラ,252,32.6,15.6,0.2,2.3
1315,＜魚類＞（さけ・ます類）しろさけすじこ,263,30.5,17.4,0.9,4.8
1316,＜魚類＞（さけ・ます類）しろさけめふん,74,16.9,0.9,0.4,14.7
1317,＜魚類＞（さけ・ます類）しろさけ水煮缶詰,156,21.2,8.5,0.1,0.6
1318,＜魚類＞（さけ・ます類）しろさけサケ節削り節,346,77.4,3.4,0.2,0.8
1319,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき生,218,20.1,16.5,0.1,0.1
1320,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき水煮,236,22.5,18.4,0.1,0.1
1321,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき蒸し,230,23.8,15.8,0.1,0.1
1322,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき電子レンジ調理,223,22.9,15.4,0.1,0.1
1323,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき焼き,270,24.5,19.7,0.3,0.1
1324,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つきソテー,266,25.2,20.4,0.1,0.1
1325,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき天ぷら,282,21,20.1,5.1,0.2
1326,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし生,223,19.6,17,0.1,0.1
1327,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし水煮,244,22.7,17.9,0.1,0.1
1328,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし蒸し,228,23.2,15.8,0.1,0.1
1329,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし電子レンジ調理,231,22.7,16.5,0.1,0.1
1330,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし焼き,229,23.9,15.7,0.1,0.1
1331,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なしソテー,269,25.8,21,0.1,0.1
1332,＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし天ぷら,266,20,18.6,5.5,0.2
1333,＜魚類＞（さけ・ます類）にじます海面養殖皮つき生,201,21.4,14.2,0.1,0.2
1334,＜魚類＞（さけ・ます類）にじます海面養殖皮なし生,176,20.5,10.8,0.2,0.1
1335,＜魚類＞（さけ・ます類）にじます海面養殖皮つき焼き,238,27.2,15.8,0.4,0.2
1336,＜魚類＞（さけ・ます類）にじます淡水養殖皮つき生,116,19.7,4.6,0.1,0.1
1337,＜魚類＞（さけ・ます類）べにざけ生,127,22.5,4.5,0.1,0.1
1338,＜魚類＞（さけ・ます類）べにざけ焼き,163,28.5,6,0.1,0.2
1339,＜魚類＞（さけ・ます類）べにざけくん製,143,25.7,5.5,0.1,3.8
1340,＜魚類＞（さけ・ます類）ますのすけ生,176,19.5,12.5,0,0.1
1341,＜魚類＞（さけ・ます類）ますのすけ焼き,238,26.4,16.7,0,0.1
1342,＜魚類＞（さば類）まさば生,211,20.6,16.8,0.3,0.3
1343,＜魚類＞（さば類）まさば水煮,253,22.6,22.6,0.3,0.2
1344,＜魚類＞（さば類）まさば焼き,264,25.2,22.4,0.4,0.3
1345,＜魚類＞（さば類）まさばフライ,316,20,25.1,6.5,0.3
1346,＜魚類＞（さば類）ごまさば生,131,23,5.1,0.3,0.2
1347,＜魚類＞（さば類）ごまさば水煮,139,24.8,5.2,0.2,0.1
1348,＜魚類＞（さば類）ごまさば焼き,174,31.1,6.6,0.3,0.2
1349,＜魚類＞（さば類）ごまさばさば節,330,73.9,5.1,0,0.9
1350,＜魚類＞（さば類）たいせいようさば生,295,17.2,26.8,0.4,0.3
1351,＜魚類＞（さば類）たいせいようさば水煮,310,18.6,28.5,0.4,0.2
1352,＜魚類＞（さば類）たいせいようさば焼き,326,21.8,29.3,0.5,0.3
1353,＜魚類＞（さば類）加工品塩さば,263,26.2,19.1,0.1,1.8
1354,＜魚類＞（さば類）加工品開き干し,303,18.7,28.5,0.2,1.7
1355,＜魚類＞（さば類）加工品しめさば,292,18.6,26.9,1.7,1.6
1356,＜魚類＞（さば類）缶詰水煮,174,20.9,10.7,0.2,0.9
1357,＜魚類＞（さば類）缶詰みそ煮,210,16.3,13.9,6.6,1.1
1358,＜魚類＞（さば類）缶詰味付け,208,21.4,12.6,4,1.3
1359,＜魚類＞（さめ類）あぶらつのざめ生,138,16.8,9.4,0,0.3
1360,＜魚類＞（さめ類）よしきりざめ生,79,18.9,0.6,0,0.5
1361,＜魚類＞（さめ類）ふかひれ,344,83.9,1.6,0,0.5
1362,＜魚類＞さより生,88,19.6,1.3,0,0.5
1363,＜魚類＞さわら生,161,20.1,9.7,0.1,0.2
1364,＜魚類＞さわら焼き,184,23.6,10.8,0.1,0.2
1365,＜魚類＞さんま皮つき生,287,18.1,25.6,0.1,0.4
1366,＜魚類＞さんま皮なし生,277,17.8,25,0.2,0.3
1367,＜魚類＞さんま皮つき焼き,281,23.3,22.8,0.2,0.3
1368,＜魚類＞さんま開き干し,232,19.3,19,0.1,1.3
1369,＜魚類＞さんまみりん干し,382,23.9,25.8,20.4,3.6
1370,＜魚類＞さんま缶詰味付け,259,18.9,18.9,5.6,1.4
1371,＜魚類＞さんま缶詰かば焼,219,17.4,13,9.7,1.5
1372,＜魚類＞しいら生,100,21.3,1.9,0,0.1
1373,＜魚類＞（ししゃも類）ししゃも生干し生,152,21,8.1,0.2,1.2
1374,＜魚類＞（ししゃも類）ししゃも生干し焼き,162,24.3,7.8,0.2,1.6
1375,＜魚類＞（ししゃも類）からふとししゃも生干し生,160,15.6,11.6,0.5,1.5
1376,＜魚類＞（ししゃも類）からふとししゃも生干し焼き,170,18.2,11.3,0.6,2
1377,＜魚類＞したびらめ生,87,19.2,1.6,0,0.4
1378,＜魚類＞しまあじ養殖生,147,21.9,8,0.1,0.1
1379,＜魚類＞しらうお生,70,13.6,2,0.1,0.4
1380,＜魚類＞シルバー生,138,18.6,7.9,0,0.2
1381,＜魚類＞すずき生,113,19.8,4.2,0,0.2
1382,＜魚類＞（たい類）きだい生,100,18.6,3.1,0.2,0.2
1383,＜魚類＞（たい類）くろだい生,137,20.4,6.7,0.3,0.1
